Station,Location,Sublocation,Property,Description,Aspect,Start Date,End Date
OT016,MC01,01,Na-conc,spring,,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC01,01,PO4-P-conc,spring,,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC01,01,SO4-conc,spring,,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC01,01,SiO2-conc,spring,,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC01,01,d18O-conc,spring,,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC01,01,d2H-conc,spring,,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC01,01,pH,spring,,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC01,01,temperature,spring,,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,Al-conc,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,As-conc,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,B-conc,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,Br-conc,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,Ca-conc,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,Cl-conc,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,F-conc,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,Fe-conc,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,H2S-conc,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,HCO3-conc,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,K-conc,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,Li-conc,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,Mg-conc,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,NH3-conc,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,NO3-N-conc,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,Na-conc,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,PO4-P-conc,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,SO4-conc,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,SiO2-conc,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,d18O-conc,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,d2H-conc,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,pH,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT016,MC02,01,temperature,spring,secondary pool,2003-01-17T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,Al-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,As-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,B-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,Br-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,Ca-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,Cl-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,F-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,Fe-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,H2S-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,HCO3-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,K-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,Li-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,Mg-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,NH3-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,NO3-N-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,Na-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,PO4-P-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,SO4-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,SiO2-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,d18O-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,d2H-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,pH,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT018,MC01,01,temperature,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT019,MC01,01,Al-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT019,MC01,01,As-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT019,MC01,01,B-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT019,MC01,01,Br-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT019,MC01,01,Ca-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT019,MC01,01,Cl-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT019,MC01,01,F-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT019,MC01,01,Fe-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT019,MC01,01,HCO3-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT019,MC01,01,K-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT019,MC01,01,Li-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT019,MC01,01,Mg-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT019,MC01,01,Na-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT019,MC01,01,SO4-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT019,MC01,01,SiO2-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT019,MC01,01,pH,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT019,MC01,01,temperature,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT020,MC01,01,Cl-conc,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT020,MC01,01,temperature,spring,,2008-12-02T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,Al-conc,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,As-conc,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,B-conc,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,Br-conc,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,Ca-conc,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,Cl-conc,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,F-conc,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,Fe-conc,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,H2S-conc,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,HCO3-conc,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,K-conc,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,Li-conc,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,Mg-conc,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,NH3-conc,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,NO3-N-conc,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,Na-conc,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,PO4-P-conc,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,SO4-conc,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,SiO2-conc,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,d18O-conc,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,d2H-conc,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,pH,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT021,MC01,01,temperature,spring,,2001-04-03T00:00:00Z,9999-01-01T00:00:00Z
OT022,MC01,01,Al-conc,well,,2005-11-17T00:00:00Z,9999-01-01T00:00:00Z
OT022,MC01,01,As-conc,well,,2005-11-17T00:00:00Z,9999-01-01T00:00:00Z
OT022,MC01,01,B-conc,well,,2005-11-17T00:00:00Z,9999-01-01T00:00:00Z
OT022,MC01,01,Br-conc,well,,2005-11-17T00:00:00Z,9999-01-01T00:00:00Z
OT022,MC01,01,Ca-conc,well,,2005-11-17T00:00:00Z,9999-01-01T00:00:00Z
OT022,MC01,01,Cl-conc,well,,2005-11-17T00:00:00Z,9999-01-01T00:00:00Z
OT022,MC01,01,F-conc,well,,2005-11-17T00:00:00Z,9999-01-01T00:00:00Z
OT022,MC01,01,Fe-conc,well,,2005-11-17T00:00:00Z,9999-01-01T00:00:00Z
OT022,MC01,01,H2S-conc,well,,2005-11-17T00:00:00Z,9999-01-01T00:00:00Z
OT022,MC01,01,HCO3-conc,well,,2005-11-17T00:00:00Z,9999-01-01T00:00:00Z
OT022,MC01,01,K-conc,well,,2005-11-17T00:00:00Z,9999-01-01T00:00:00Z
OT022,MC01,01,Li-conc,well,,2005-11-17T00:00:00Z,9999-01-01T00:00:00Z
OT022,MC01,01,Mg-conc,well,,2005-11-17T00:00:00Z,9999-01-01T00:00:00Z
OT022,MC01,01,NH3-conc,well,,2005-11-17T00:00:00Z,9999-01-01T00:00:00Z
OT022,MC01,01,NO3-N-conc,well,,2005-11-17T00:00:00Z,9999-01-01T00:00:00Z
OT022,MC01,01,Na-conc,well,,2005-11-17T00:00:00Z,9999-01-01T00:00:00Z
OT022,MC01,01,PO4-P-conc,well,,2005-11-17T00:00:00Z,9999-01-01T00:00:00Z
OT022,MC01,01,SO4-conc,well,,2005-11-17T00:00:00Z,9999-01-01T00:00:00Z
OT022,MC01,01,SiO2-conc,well,,2005-11-17T00:00:00Z,9999-01-01T00:00:00Z
OT022,MC01,01,d18O-conc,well,,2005-11-17T00:00:00Z,9999-01-01T00:00:00Z
OT022,MC01,01,d2H-conc,well,,2005-11-17T00:00:00Z,9999-01-01T00:00:00Z
OT022,MC01,01,pH,well,,2005-11-17T00:00:00Z,9999-01-01T00:00:00Z
OT023,MC01,01,Al-conc,well,,2022-01-28T00:00:00Z,9999-01-01T00:00:00Z
OT023,MC01,01,As-conc,well,,2022-01-28T00:00:00Z,9999-01-01T00:00:00Z
OT023,MC01,01,B-conc,well,,2022-01-28T00:00:00Z,9999-01-01T00:00:00Z
OT023,MC01,01,Br-conc,well,,2022-01-28T00:00:00Z,9999-01-01T00:00:00Z
OT023,MC01,01,Ca-conc,well,,2022-01-28T00:00:00Z,9999-01-01T00:00:00Z
OT023,MC01,01,Cl-conc,well,,2022-01-28T00:00:00Z,9999-01-01T00:00:00Z
OT023,MC01,01,F-conc,well,,2022-01-28T00:00:00Z,9999-01-01T00:00:00Z
OT023,MC01,01,Fe-conc,well,,2022-01-28T00:00:00Z,9999-01-01T00:00:00Z
OT023,MC01,01,H2S-conc,well,,2022-01-28T00:00:00Z,9999-01-01T00:00:00Z
OT023,MC01,01,HCO3-conc,well,,2022-01-28T00:00:00Z,9999-01-01T00:00:00Z
OT023,MC01,01,K-conc,well,,2022-01-28T00:00:00Z,9999-01-01T00:00:00Z
OT023,MC01,01,Li-conc,well,,2022-01-28T00:00:00Z,9999-01-01T00:00:00Z
OT023,MC01,01,Mg-conc,well,,2022-01-28T00:00:00Z,9999-01-01T00:00:00Z
OT023,MC01,01,NH3-conc,well,,2022-01-28T00:00:00Z,9999-01-01T00:00:00Z
OT023,MC01,01,NO3-N-conc,well,,2022-01-28T00:00:00Z,9999-01-01T00:00:00Z
OT023,MC01,01,Na-conc,well,,2022-01-28T00:00:00Z,9999-01-01T00:00:00Z
OT023,MC01,01,PO4-P-conc,well,,2022-01-28T00:00:00Z,9999-01-01T00:00:00Z
OT023,MC01,01,SO4-conc,well,,2022-01-28T00:00:00Z,9999-01-01T00:00:00Z
OT023,MC01,01,SiO2-conc,well,,2022-01-28T00:00:00Z,9999-01-01T00:00:00Z
OT023,MC01,01,d18O-conc,well,,2022-01-28T00:00:00Z,9999-01-01T00:00:00Z
OT023,MC01,01,d2H-conc,well,,2022-01-28T00:00:00Z,9999-01-01T00:00:00Z
OT023,MC01,01,pH,well,,2022-01-28T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,Al-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,As-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,B-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,Br-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,Ca-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,Cl-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,Cs-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,F-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,Fe-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,HCO3-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,K-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,Li-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,Mg-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,NH3-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,NO3-N-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,Na-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,PO4-P-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,Rb-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,SO4-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,SiO2-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,d18O-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,d2H-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,pH,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL001,MC01,01,temperature,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,Al-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,As-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,B-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,Br-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,Ca-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,Cl-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,Cs-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,F-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,Fe-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,HCO3-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,K-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,Li-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,Mg-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,NH3-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,NO3-N-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,Na-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,PO4-P-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,Rb-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,SO4-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,SiO2-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,d18O-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,d2H-conc,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,pH,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL002,MC01,01,temperature,lake,,2000-03-21T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,Al-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,As-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,B-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,Br-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,Ca-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,Cl-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,Cs-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,F-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,Fe-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,HCO3-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,K-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,Li-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,Mg-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,NH3-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,NO3-N-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,Na-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,PO4-P-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,Rb-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,SO4-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,SiO2-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,d18O-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,d2H-conc,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,pH,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL003,MC01,01,temperature,spring,,2000-03-19T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,Al-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,As-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,B-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,Br-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,Ca-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,Cl-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,Cs-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,F-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,Fe-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,HCO3-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,K-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,Li-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,Mg-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,NH3-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,NO3-N-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,Na-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,PO4-P-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,Rb-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,SO4-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,SiO2-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,d18O-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,d2H-conc,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,pH,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL004,MC01,01,temperature,spring,,2007-03-27T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,Al-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,As-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,B-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,Br-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,Ca-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,Cl-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,Cs-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,F-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,Fe-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,HCO3-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,K-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,Li-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,Mg-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,NH3-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,NO3-N-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,Na-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,PO4-P-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,Rb-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,SO4-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,SiO2-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,d18O-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,d2H-conc,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,pH,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RL005,MC01,01,temperature,spring,,2006-08-28T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,Al-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,As-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,B-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,Br-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,Ca-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,Cl-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,F-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,Fe-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,H2S-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,HCO3-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,K-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,Li-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,Mg-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,NH3-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
RP001,MC01,01,NO3-N-conc,spring,,2002-11-18T00:00:00Z,9999-01-01T00:00:00Z
